Country,Date,Confirmed,New Cases,Deaths,New Deaths,Total Cases per Million,New Cases per Million,Total Deaths per Million,New Deaths per Million,R value,icu_patients,icu_patients_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,tests_per_case,population,population_density
Italy,31/01/2020,2,2,,,0.033,0.033,,,,,,,,,,,,60461828,205.859
Italy,01/02/2020,2,0,,,0.033,0,,,,,,,,,,,,60461828,205.859
Italy,02/02/2020,2,0,,,0.033,0,,,,,,,,,,,,60461828,205.859
Italy,03/02/2020,2,0,,,0.033,0,,,,,,,,,,,,60461828,205.859
Italy,04/02/2020,2,0,,,0.033,0,,,,,,,,,,,,60461828,205.859
Italy,05/02/2020,2,0,,,0.033,0,,,,,,,,,,,,60461828,205.859
Italy,06/02/2020,2,0,,,0.033,0,,,,,,,,,,,,60461828,205.859
Italy,07/02/2020,3,1,,,0.05,0.017,,,,,,,,,,,,60461828,205.859
Italy,08/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,09/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,10/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,11/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,12/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,13/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,14/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,15/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,16/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,17/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,18/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,19/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,20/02/2020,3,0,,,0.05,0,,,,,,,,,,,,60461828,205.859
Italy,21/02/2020,20,17,1,1,0.331,0.281,0.017,0.017,,,,,,,,,,60461828,205.859
Italy,22/02/2020,62,42,2,1,1.025,0.695,0.033,0.017,,,,,,,,,,60461828,205.859
Italy,23/02/2020,155,93,3,1,2.564,1.538,0.05,0.017,,,,,,,,,,60461828,205.859
Italy,24/02/2020,229,74,7,4,3.788,1.224,0.116,0.066,3.26,26,0.43,4324,,0.072,,,,60461828,205.859
Italy,25/02/2020,322,93,10,3,5.326,1.538,0.165,0.05,3.25,35,0.579,8623,4299,0.143,0.071,,,60461828,205.859
Italy,26/02/2020,453,131,12,2,7.492,2.167,0.198,0.033,3.26,36,0.595,9587,964,0.159,0.016,,,60461828,205.859
Italy,27/02/2020,655,202,17,5,10.833,3.341,0.281,0.083,3.25,56,0.926,12014,2427,0.199,0.04,,,60461828,205.859
Italy,28/02/2020,888,233,21,4,14.687,3.854,0.347,0.066,3.16,64,1.059,15695,3681,0.26,0.061,,,60461828,205.859
Italy,29/02/2020,1128,240,29,8,18.656,3.969,0.48,0.132,3.08,105,1.737,18661,2966,0.309,0.049,,,60461828,205.859
Italy,01/03/2020,1694,566,34,5,28.018,9.361,0.562,0.083,3.06,140,2.316,21127,2466,0.349,0.041,,,60461828,205.859
Italy,02/03/2020,2036,342,52,18,33.674,5.656,0.86,0.298,2.83,166,2.746,23345,2218,0.386,0.037,2717,10.5,60461828,205.859
Italy,03/03/2020,2502,466,79,27,41.381,7.707,1.307,0.447,2.71,229,3.788,25856,2511,0.428,0.042,2462,7.9,60461828,205.859
Italy,04/03/2020,3089,587,107,28,51.09,9.709,1.77,0.463,2.64,295,4.879,29837,3981,0.493,0.066,2893,7.7,60461828,205.859
Italy,05/03/2020,3858,769,148,41,63.809,12.719,2.448,0.678,2.6,351,5.805,32362,2525,0.535,0.042,2907,6.4,60461828,205.859
Italy,06/03/2020,4636,778,197,49,76.676,12.868,3.258,0.81,2.55,462,7.641,36359,3997,0.601,0.066,2952,5.5,60461828,205.859
Italy,07/03/2020,5883,1247,233,36,97.301,20.625,3.854,0.595,2.54,567,9.378,42062,5703,0.696,0.094,3343,4.9,60461828,205.859
Italy,08/03/2020,7375,1492,366,133,121.978,24.677,6.053,2.2,2.49,650,10.751,49937,7875,0.826,0.13,4116,5.1,60461828,205.859
Italy,09/03/2020,9172,1797,463,97,151.699,29.721,7.658,1.604,2.39,733,12.123,53826,3889,0.89,0.064,4354,4.3,60461828,205.859
Italy,10/03/2020,10149,977,631,168,167.858,16.159,10.436,2.779,2.27,877,14.505,60761,6935,1.005,0.115,4986,4.6,60461828,205.859
Italy,11/03/2020,12462,2313,827,196,206.114,38.256,13.678,3.242,2.27,1028,17.002,73154,12393,1.21,0.205,6188,4.6,60461828,205.859
Italy,12/03/2020,15113,2651,1016,189,249.959,43.846,16.804,3.126,2.23,1153,19.07,86011,12857,1.423,0.213,7664,4.8,60461828,205.859
Italy,13/03/2020,17660,2547,1266,250,292.085,42.126,20.939,4.135,2.15,1328,21.964,97488,11477,1.612,0.19,8733,4.7,60461828,205.859
Italy,14/03/2020,21157,3497,1441,175,349.923,57.838,23.833,2.894,2.09,1518,25.107,109170,11682,1.806,0.193,9587,4.4,60461828,205.859
Italy,15/03/2020,24747,3590,1809,368,409.3,59.376,29.92,6.086,2,1672,27.654,124899,15729,2.066,0.26,10709,4.3,60461828,205.859
Italy,16/03/2020,27980,3233,2158,349,462.771,53.472,35.692,5.772,1.9,1851,30.614,137962,13063,2.282,0.216,12019,4.5,60461828,205.859
Italy,17/03/2020,31506,3526,2503,345,521.089,58.318,41.398,5.706,1.84,2060,34.071,148657,10695,2.459,0.177,12557,4.1,60461828,205.859
Italy,18/03/2020,35713,4207,2978,475,590.67,69.581,49.254,7.856,1.81,2257,37.329,165541,16884,2.738,0.279,13198,4,60461828,205.859
Italy,19/03/2020,41035,5322,3405,427,678.693,88.022,56.317,7.062,1.78,2498,41.315,182777,17236,3.023,0.285,13824,3.7,60461828,205.859
Italy,20/03/2020,47021,5986,4032,627,777.697,99.005,66.687,10.37,1.73,2655,43.912,206886,24109,3.422,0.399,15628,3.7,60461828,205.859
Italy,21/03/2020,53578,6557,4825,793,886.146,108.449,79.802,13.116,1.65,2857,47.253,233222,26336,3.857,0.436,17722,3.8,60461828,205.859
Italy,22/03/2020,59138,5560,5476,651,978.105,91.959,90.57,10.767,1.53,3009,49.767,258402,25180,4.274,0.416,19072,3.9,60461828,205.859
Italy,23/03/2020,63927,4789,6077,601,1057.312,79.207,100.51,9.94,1.43,3204,52.992,275468,17066,4.556,0.282,19644,3.8,60461828,205.859
Italy,24/03/2020,69176,5249,6820,743,1144.127,86.815,112.798,12.289,1.36,3396,56.168,296964,21496,4.912,0.356,21187,3.9,60461828,205.859
Italy,25/03/2020,74386,5210,7503,683,1230.297,86.17,124.095,11.296,1.31,3489,57.706,324445,27481,5.366,0.455,22701,4.1,60461828,205.859
Italy,26/03/2020,80589,6203,8215,712,1332.891,102.594,135.871,11.776,1.27,3612,59.74,361060,36615,5.972,0.606,25469,4.5,60461828,205.859
Italy,27/03/2020,86498,5909,9134,919,1430.622,97.731,151.071,15.2,1.21,3732,61.725,394079,33019,6.518,0.546,26742,4.7,60461828,205.859
Italy,28/03/2020,92472,5974,10023,889,1529.428,98.806,165.774,14.703,1.16,3856,63.776,429526,35447,7.104,0.586,28043,5,60461828,205.859
Italy,29/03/2020,97689,5217,10779,756,1615.714,86.286,178.278,12.504,1.09,3906,64.603,454030,24504,7.509,0.405,27947,5.1,60461828,205.859
Italy,30/03/2020,101739,4050,11591,812,1682.698,66.984,191.708,13.43,1.03,3981,65.843,477359,23329,7.895,0.386,28842,5.3,60461828,205.859
Italy,31/03/2020,105792,4053,12428,837,1749.732,67.034,205.551,13.843,1,4023,66.538,506968,29609,8.385,0.49,30001,5.7,60461828,205.859
Italy,01/04/2020,110574,4782,13155,727,1828.823,79.091,217.575,12.024,0.98,4035,66.736,541423,34455,8.955,0.57,30997,6,60461828,205.859
Italy,02/04/2020,115242,4668,13915,760,1906.029,77.206,230.145,12.57,0.97,4053,67.034,581232,39809,9.613,0.658,31453,6.4,60461828,205.859
Italy,03/04/2020,119827,4585,14681,766,1981.862,75.833,242.814,12.669,0.95,4068,67.282,619849,38617,10.252,0.639,32253,6.8,60461828,205.859
Italy,04/04/2020,124632,4805,15362,681,2061.334,79.472,254.078,11.263,0.94,3994,66.058,657224,37375,10.87,0.618,32528,7.1,60461828,205.859
Italy,05/04/2020,128948,4316,15887,525,2132.718,71.384,262.761,8.683,0.91,3977,65.777,691461,34237,11.436,0.566,33919,7.6,60461828,205.859
Italy,06/04/2020,132547,3599,16523,636,2192.243,59.525,273.28,10.519,0.89,3898,64.47,721732,30271,11.937,0.501,34910,7.9,60461828,205.859
Italy,07/04/2020,135586,3039,17127,604,2242.506,50.263,283.27,9.99,0.88,3792,62.717,755445,33713,12.495,0.558,35497,8.3,60461828,205.859
Italy,08/04/2020,139422,3836,17669,542,2305.951,63.445,292.234,8.964,0.89,3693,61.08,807125,51680,13.349,0.855,37957,9.2,60461828,205.859
Italy,09/04/2020,143626,4204,18279,610,2375.482,69.531,302.323,10.089,0.91,3605,59.624,853369,46244,14.114,0.765,38877,9.6,60461828,205.859
Italy,10/04/2020,147577,3951,18849,570,2440.829,65.347,311.75,9.427,0.91,3497,57.838,906864,53495,14.999,0.885,41002,10.3,60461828,205.859
Italy,11/04/2020,152271,4694,19468,619,2518.465,77.636,321.988,10.238,0.91,3381,55.92,963473,56609,15.935,0.936,43750,11.1,60461828,205.859
Italy,12/04/2020,156363,4092,19899,431,2586.144,67.679,329.117,7.128,0.89,3343,55.291,1010193,46720,16.708,0.773,45533,11.6,60461828,205.859
Italy,13/04/2020,159516,3153,20465,566,2638.293,52.149,338.478,9.361,0.86,3260,53.918,1046910,36717,17.315,0.607,46454,12.1,60461828,205.859
Italy,14/04/2020,162488,2972,21067,602,2687.448,49.155,348.435,9.957,0.84,3186,52.694,1073689,26779,17.758,0.443,45463,11.8,60461828,205.859
Italy,15/04/2020,165155,2667,21645,578,2731.558,44.11,357.994,9.56,0.84,3079,50.925,1117404,43715,18.481,0.723,44326,12.1,60461828,205.859
Italy,16/04/2020,168941,3786,22170,525,2794.176,62.618,366.678,8.683,0.86,2936,48.56,1178403,60999,19.49,1.009,46433,12.8,60461828,205.859
Italy,17/04/2020,172434,3493,22745,575,2851.948,57.772,376.188,9.51,0.86,2812,46.509,1244108,65705,20.577,1.087,48178,13.6,60461828,205.859
Italy,18/04/2020,175925,3491,23227,482,2909.687,57.739,384.16,7.972,0.85,2733,45.202,1305833,61725,21.598,1.021,48909,14.5,60461828,205.859
Italy,19/04/2020,178972,3047,23660,433,2960.083,50.395,391.321,7.162,0.83,2635,43.581,1356541,50708,22.436,0.839,49478,15.3,60461828,205.859
Italy,20/04/2020,181228,2256,24114,454,2997.395,37.313,398.83,7.509,0.82,2573,42.556,1398024,41483,23.122,0.686,50159,16.2,60461828,205.859
Italy,21/04/2020,183957,2729,24648,534,3042.531,45.136,407.662,8.832,0.82,2471,40.869,1450150,52126,23.985,0.862,53780,17.5,60461828,205.859
Italy,22/04/2020,187327,3370,25085,437,3098.269,55.738,414.89,7.228,0.83,2384,39.43,1513251,63101,25.028,1.044,56550,17.9,60461828,205.859
Italy,23/04/2020,189973,2646,25549,464,3142.032,43.763,422.564,7.674,0.82,2267,37.495,1579909,66658,26.131,1.102,57358,19.1,60461828,205.859
Italy,24/04/2020,192994,3021,25969,420,3191.997,49.965,429.511,6.947,0.81,2173,35.94,1642356,62447,27.164,1.033,56893,19.4,60461828,205.859
Italy,25/04/2020,195351,2357,26384,415,3230.981,38.983,436.375,6.864,0.78,2102,34.766,1707743,65387,28.245,1.081,57416,20.7,60461828,205.859
Italy,26/04/2020,197675,2324,26644,260,3269.418,38.437,440.675,4.3,0.76,2009,33.228,1757659,49916,29.071,0.826,57303,21.4,60461828,205.859
Italy,27/04/2020,199414,1739,26977,333,3298.18,28.762,446.182,5.508,0.74,1956,32.351,1789662,32003,29.6,0.529,55948,21.5,60461828,205.859
Italy,28/04/2020,201505,2091,27359,382,3332.764,34.584,452.5,6.318,0.74,1863,30.813,1846934,57272,30.547,0.947,56683,22.6,60461828,205.859
Italy,29/04/2020,203591,2086,27682,323,3367.265,34.501,457.843,5.342,0.73,1795,29.688,1910761,63827,31.603,1.056,56787,24.4,60461828,205.859
Italy,30/04/2020,205463,1872,27967,285,3398.227,30.962,462.556,4.714,0.73,1694,28.018,1979217,68456,32.735,1.132,57044,25.8,60461828,205.859
Italy,01/05/2020,207428,1965,28236,269,3430.727,32.5,467.005,4.449,0.72,1578,26.099,2053425,74208,33.962,1.227,58724,28.5,60461828,205.859
Italy,02/05/2020,209328,1900,28710,474,3462.151,31.425,474.845,7.84,0.7,1539,25.454,2108837,55412,34.879,0.916,57299,28.7,60461828,205.859
Italy,03/05/2020,210717,1389,28884,174,3485.125,22.973,477.723,2.878,0.68,1501,24.826,2153772,44935,35.622,0.743,56588,30.4,60461828,205.859
Italy,04/05/2020,211938,1221,29079,195,3505.319,20.195,480.948,3.225,0.66,1479,24.462,2191403,37631,36.244,0.622,57392,32.1,60461828,205.859
Italy,05/05/2020,213013,1075,29315,236,3523.099,17.78,484.851,3.903,0.66,1427,23.602,2246666,55263,37.158,0.914,57105,34.7,60461828,205.859
Italy,06/05/2020,214457,1444,29684,369,3546.982,23.883,490.954,6.103,0.67,1333,22.047,2310929,64263,38.221,1.063,57167,36.8,60461828,205.859
Italy,07/05/2020,215858,1401,29958,274,3570.153,23.172,495.486,4.532,0.68,1311,21.683,2381288,70359,39.385,1.164,57439,38.7,60461828,205.859
Italy,08/05/2020,217185,1327,30201,243,3592.101,21.948,499.505,4.019,0.67,1168,19.318,2445063,63775,40.44,1.055,55948,40.1,60461828,205.859
Italy,09/05/2020,218268,1083,30395,194,3610.013,17.912,502.714,3.209,0.66,1034,17.102,2514234,69171,41.584,1.144,57914,45.3,60461828,205.859
Italy,10/05/2020,219070,802,30560,165,3623.278,13.265,505.443,2.729,0.65,1027,16.986,2565912,51678,42.439,0.855,58877,49.3,60461828,205.859
Italy,11/05/2020,219814,744,30739,179,3635.583,12.305,508.403,2.961,0.66,999,16.523,2606652,40740,43.112,0.674,59321,52.7,60461828,205.859
Italy,12/05/2020,221216,1402,30911,172,3658.771,23.188,511.248,2.845,0.69,952,15.745,2673655,67003,44.221,1.108,60998,52.1,60461828,205.859
Italy,13/05/2020,222104,888,31106,195,3673.458,14.687,514.473,3.225,0.68,893,14.77,2735628,61973,45.246,1.025,60671,55.5,60461828,205.859
Italy,14/05/2020,223096,992,31368,262,3689.865,16.407,518.807,4.333,0.68,855,14.141,2807504,71876,46.434,1.189,60888,58.9,60461828,205.859
Italy,15/05/2020,223885,789,31610,242,3702.915,13.05,522.809,4.003,0.67,808,13.364,2875680,68176,47.562,1.128,61517,64.3,60461828,205.859
Italy,16/05/2020,224760,875,31763,153,3717.387,14.472,525.34,2.531,0.66,775,12.818,2944859,69179,48.706,1.144,61518,66.3,60461828,205.859
Italy,17/05/2020,225435,675,31908,145,3728.551,11.164,527.738,2.398,0.65,762,12.603,3004960,60101,49.7,0.994,62721,69,60461828,205.859
Italy,18/05/2020,225886,451,32007,99,3736.01,7.459,529.375,1.637,0.64,749,12.388,3041366,36406,50.302,0.602,62102,71.6,60461828,205.859
Italy,19/05/2020,226699,813,32169,162,3749.457,13.447,532.055,2.679,0.67,716,11.842,3104524,63158,51.347,1.045,61553,78.6,60461828,205.859
Italy,20/05/2020,227364,665,32330,161,3760.455,10.999,534.718,2.663,0.67,676,11.181,3171719,67195,52.458,1.111,62299,82.9,60461828,205.859
Italy,21/05/2020,228006,642,32486,156,3771.074,10.618,537.298,2.58,0.67,640,10.585,3243398,71679,53.644,1.186,62271,88.8,60461828,205.859
Italy,22/05/2020,228658,652,32616,130,3781.857,10.784,539.448,2.15,0.68,595,9.841,3318778,75380,54.89,1.247,63300,92.8,60461828,205.859
Italy,23/05/2020,229327,669,32735,119,3792.922,11.065,541.416,1.968,0.67,572,9.461,3391188,72410,56.088,1.198,63761,97.7,60461828,205.859
Italy,24/05/2020,229858,531,32785,50,3801.704,8.782,542.243,0.827,0.66,553,9.146,3447012,55824,57.011,0.923,63150,99.9,60461828,205.859
Italy,25/05/2020,230158,300,32877,92,3806.666,4.962,543.765,1.522,0.64,541,8.948,3482253,35241,57.594,0.583,62984,103.2,60461828,205.859
Italy,26/05/2020,230555,397,32955,78,3813.232,6.566,545.055,1.29,0.66,521,8.617,3539927,57674,58.548,0.954,62200,112.9,60461828,205.859
Italy,27/05/2020,231139,584,33072,117,3822.891,9.659,546.99,1.935,0.69,505,8.352,3607251,67324,59.662,1.113,62219,115.4,60461828,205.859
Italy,28/05/2020,231732,593,33142,70,3832.699,9.808,548.148,1.158,0.7,489,8.088,3683144,75893,60.917,1.255,62821,118,60461828,205.859
Italy,29/05/2020,232248,516,33229,87,3841.234,8.534,549.586,1.439,0.69,475,7.856,3755279,72135,62.11,1.193,62357,121.6,60461828,205.859
Italy,30/05/2020,232664,416,33340,111,3848.114,6.88,551.422,1.836,0.66,450,7.443,3824621,69342,63.257,1.147,61919,129.9,60461828,205.859
Italy,31/05/2020,232997,333,33415,75,3853.621,5.508,552.663,1.24,0.64,435,7.195,3878739,54118,64.152,0.895,61675,137.5,60461828,205.859
Italy,01/06/2020,233197,200,33475,60,3856.929,3.308,553.655,0.992,0.62,424,7.013,3910133,31394,64.671,0.519,61126,140.8,60461828,205.859
Italy,02/06/2020,233515,318,33530,55,3862.189,5.26,554.565,0.91,0.64,408,6.748,3962292,52159,65.534,0.863,60338,142.7,60461828,205.859
Italy,03/06/2020,233836,321,33601,71,3867.498,5.309,555.739,1.174,0.66,353,5.838,3999591,37299,66.151,0.617,56049,145.5,60461828,205.859
Italy,04/06/2020,234013,177,33689,88,3870.425,2.927,557.195,1.455,0.67,338,5.59,4049544,49953,66.977,0.826,52343,160.6,60461828,205.859
Italy,05/06/2020,234531,518,33774,85,3878.993,8.567,558.6,1.406,0.72,316,5.226,4114572,65028,68.052,1.076,51328,157.4,60461828,205.859
Italy,06/06/2020,234801,270,33846,72,3883.459,4.466,559.791,1.191,0.71,293,4.846,4187057,72485,69.251,1.199,51777,169.6,60461828,205.859
Italy,07/06/2020,234998,197,33899,53,3886.717,3.258,560.668,0.877,0.71,287,4.747,4236535,49478,70.07,0.818,51114,178.8,60461828,205.859
Italy,08/06/2020,235278,280,33964,65,3891.348,4.631,561.743,1.075,0.73,283,4.681,4263647,27112,70.518,0.448,50502,169.9,60461828,205.859
Italy,09/06/2020,235561,283,34043,79,3896.028,4.681,563.049,1.307,0.75,263,4.35,4318650,55003,71.428,0.91,50908,174.2,60461828,205.859
Italy,10/06/2020,235763,202,34114,71,3899.369,3.341,564.224,1.174,0.78,249,4.118,4381349,62699,72.465,1.037,54537,198.1,60461828,205.859
Italy,11/06/2020,236142,379,34167,53,3905.638,6.268,565.1,0.877,0.82,236,3.903,4443821,62472,73.498,1.033,56325,185.2,60461828,205.859
Italy,12/06/2020,236305,163,34223,56,3908.334,2.696,566.027,0.926,0.83,227,3.754,4514441,70620,74.666,1.168,57124,225.4,60461828,205.859
Italy,13/06/2020,236651,346,34301,78,3914.056,5.723,567.317,1.29,0.88,220,3.639,4564191,49750,75.489,0.823,53876,203.9,60461828,205.859
Italy,14/06/2020,236989,338,34345,44,3919.647,5.59,568.044,0.728,0.9,209,3.457,4620718,56527,76.424,0.935,54883,193,60461828,205.859
Italy,15/06/2020,237290,301,34371,26,3924.625,4.978,568.474,0.43,0.91,207,3.424,4648825,28107,76.889,0.465,55025,191.4,60461828,205.859
Italy,16/06/2020,237500,210,34405,34,3928.098,3.473,569.037,0.562,0.91,177,2.927,4695707,46882,77.664,0.775,53865,194.5,60461828,205.859
Italy,17/06/2020,237828,328,34448,43,3933.523,5.425,569.748,0.711,0.94,163,2.696,4773408,77701,78.949,1.285,56008,189.9,60461828,205.859
Italy,18/06/2020,238159,331,34514,66,3938.998,5.475,570.84,1.092,0.95,168,2.779,4831562,58154,79.911,0.962,55392,192.2,60461828,205.859
Italy,19/06/2020,238011,-148,34561,47,3936.55,-2.448,571.617,0.777,0.95,161,2.663,4889103,57541,80.863,0.952,53523,219.6,60461828,205.859
Italy,20/06/2020,238275,264,34610,49,3940.916,4.366,572.427,0.81,0.95,152,2.514,4943825,54722,81.768,0.905,54233,233.8,60461828,205.859
Italy,21/06/2020,238499,224,34634,24,3944.621,3.705,572.824,0.397,0.95,148,2.448,4984370,40545,82.438,0.671,51950,240.8,60461828,205.859
Italy,22/06/2020,238720,221,34657,23,3948.276,3.655,573.205,0.38,0.97,127,2.1,5013342,28972,82.917,0.479,52074,254.9,60461828,205.859
Italy,23/06/2020,238833,113,34675,18,3950.145,1.869,573.502,0.298,0.99,115,1.902,5053827,40485,83.587,0.67,51160,268.7,60461828,205.859
Italy,24/06/2020,239410,577,34644,-31,3959.688,9.543,572.99,-0.513,1.09,107,1.77,5107093,53266,84.468,0.881,47669,210.9,60461828,205.859
Italy,25/06/2020,239706,296,34678,34,3964.584,4.896,573.552,0.562,1.01,103,1.704,5163154,56061,85.395,0.927,47370,214.3,60461828,205.859
Italy,26/06/2020,239961,255,34708,30,3968.802,4.218,574.048,0.496,0.94,105,1.737,5215922,52768,86.268,0.873,46688,167.6,60461828,205.859
Italy,27/06/2020,240136,175,34716,8,3971.696,2.894,574.18,0.132,0.86,97,1.604,5277273,61351,87.283,1.015,47635,179.2,60461828,205.859
Italy,28/06/2020,240310,174,34738,22,3974.574,2.878,574.544,0.364,0.82,98,1.621,5314619,37346,87.9,0.618,47178,182.4,60461828,205.859
Italy,29/06/2020,240436,126,34744,6,3976.658,2.084,574.644,0.099,0.8,96,1.588,5341837,27218,88.351,0.45,46928,191.4,60461828,205.859
Italy,30/06/2020,240578,142,34767,23,3979.006,2.349,575.024,0.38,0.81,93,1.538,5390110,48273,89.149,0.798,48040,192.7,60461828,205.859
Italy,01/07/2020,240760,182,34788,21,3982.017,3.01,575.371,0.347,0.84,87,1.439,5445476,55366,90.065,0.916,48340,250.7,60461828,205.859
Italy,02/07/2020,240961,201,34818,30,3985.341,3.324,575.867,0.496,0.88,82,1.356,5498719,53243,90.945,0.881,47938,267.4,60461828,205.859
Italy,03/07/2020,241184,223,34833,15,3989.029,3.688,576.116,0.248,0.91,79,1.307,5548815,50096,91.774,0.829,47556,272.2,60461828,205.859
Italy,04/07/2020,241419,235,34854,21,3992.916,3.887,576.463,0.347,0.93,71,1.174,5600826,52011,92.634,0.86,46222,252.2,60461828,205.859
Italy,05/07/2020,241611,192,34861,7,3996.092,3.176,576.579,0.116,0.93,74,1.224,5638288,37462,93.254,0.62,46238,248.8,60461828,205.859
Italy,06/07/2020,241819,208,34869,8,3999.532,3.44,576.711,0.132,0.93,72,1.191,5660454,22166,93.62,0.367,45517,230.4,60461828,205.859
Italy,07/07/2020,241956,137,34899,30,4001.798,2.266,577.207,0.496,0.92,70,1.158,5703673,43219,94.335,0.715,44795,227.6,60461828,205.859
Italy,08/07/2020,242149,193,34914,15,4004.99,3.192,577.455,0.248,0.95,71,1.174,5754116,50443,95.169,0.834,44091,222.2,60461828,205.859
Italy,09/07/2020,242363,214,34926,12,4008.529,3.539,577.654,0.198,0.98,69,1.141,5806668,52552,96.039,0.869,43993,219.7,60461828,205.859
Italy,10/07/2020,242639,276,34938,12,4013.094,4.565,577.852,0.198,1,65,1.075,5854621,47953,96.832,0.793,43687,210.2,60461828,205.859
Italy,11/07/2020,242827,188,34945,7,4016.203,3.109,577.968,0.116,0.98,67,1.108,5900552,45931,97.591,0.76,42818,212.9,60461828,205.859
Italy,12/07/2020,243061,234,34954,9,4020.074,3.87,578.117,0.149,0.97,68,1.125,5938811,38259,98.224,0.633,42932,207.3,60461828,205.859
Italy,13/07/2020,243230,169,34967,13,4022.869,2.795,578.332,0.215,0.95,65,1.075,5962744,23933,98.62,0.396,43184,214.2,60461828,205.859
Italy,14/07/2020,243344,114,34984,17,4024.754,1.885,578.613,0.281,0.94,60,0.992,6004611,41867,99.312,0.692,42991,216.8,60461828,205.859
Italy,15/07/2020,243506,162,34997,13,4027.434,2.679,578.828,0.215,0.97,57,0.943,6053060,48449,100.114,0.801,42706,220.3,60461828,205.859
Italy,16/07/2020,243736,230,35017,20,4031.238,3.804,579.159,0.331,1.03,53,0.877,6103492,50432,100.948,0.834,42403,216.2,60461828,205.859
Italy,17/07/2020,243967,231,35028,11,4035.058,3.821,579.341,0.182,1.05,50,0.827,6154259,50767,101.788,0.84,42805,225.6,60461828,205.859
Italy,18/07/2020,244216,249,35042,14,4039.177,4.118,579.572,0.232,1.07,50,0.827,6202524,48265,102.586,0.798,43139,217.4,60461828,205.859
Italy,19/07/2020,244434,218,35045,3,4042.782,3.606,579.622,0.05,1.06,49,0.81,6238049,35525,103.173,0.588,42748,217.9,60461828,205.859
Italy,20/07/2020,244624,190,35058,13,4045.925,3.142,579.837,0.215,1.05,47,0.777,6262302,24253,103.574,0.401,42794,214.9,60461828,205.859
Italy,21/07/2020,244752,128,35073,15,4048.042,2.117,580.085,0.248,1.06,49,0.81,6305412,43110,104.287,0.713,42972,213.6,60461828,205.859
Italy,22/07/2020,245032,280,35082,9,4052.673,4.631,580.234,0.149,1.13,48,0.794,6354730,49318,105.103,0.816,43096,197.7,60461828,205.859
Italy,23/07/2020,245338,306,35092,10,4057.734,5.061,580.399,0.165,1.16,49,0.81,6415041,60311,106.101,0.998,44507,194.5,60461828,205.859
Italy,24/07/2020,245590,252,35097,5,4061.902,4.168,580.482,0.083,1.14,46,0.761,6468375,53334,106.983,0.882,44874,193.5,60461828,205.859
Italy,25/07/2020,245864,274,35102,5,4066.433,4.532,580.565,0.083,1.13,41,0.678,6520046,51671,107.837,0.855,45360,192.7,60461828,205.859
Italy,26/07/2020,246118,254,35107,5,4070.634,4.201,580.647,0.083,1.11,44,0.728,6560572,40526,108.508,0.67,46075,191.5,60461828,205.859
Italy,27/07/2020,246286,168,35112,5,4073.413,2.779,580.73,0.083,1.09,45,0.744,6586123,25551,108.93,0.423,46260,194.8,60461828,205.859
Italy,28/07/2020,246488,202,35123,11,4076.754,3.341,580.912,0.182,1.12,40,0.662,6634293,48170,109.727,0.797,46983,189.4,60461828,205.859
Italy,29/07/2020,246776,288,35129,6,4081.517,4.763,581.011,0.099,1.17,38,0.628,6690311,56018,110.653,0.927,47940,192.4,60461828,205.859
